PROT_SDI,ART,T_NORMA,RIF_LEGGE,DES_REA_EVE
RACS102025850016,570,CP,,VIOLAZIONE DEGLI OBBLIGHI DI ASSISTENZA FAMILIARE IN CASO DI SEPARAZIONE/SCIOGLIMENTO DEL MATRIMONIO - C.P. ART. 570 BIS
RGCS102024000016,581,CP,,PERCOSSE
VCGT602024000012,612,CP,,MINACCIA
RAPQ102025000159,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RGPQ302024000030,609,CP,,VIOLENZA SESSUALE AGGRAVATA
PCCS102024000022,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CACS712025000002,612,CP,,MINACCIA - ATTI PERSECUTORI -
BLCS172024000104,609,CP,,VIOLENZA SESSUALE
SACS962023000252,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LICS062024000019,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOCS502024000102,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS402024000025,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS242024000218,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CHCS232024000003,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000064,609,CP,,VIOLENZA SESSUALE
RCPC062024000200,612,CP,,MINACCIA
SVCS352024000010,582,CP,,LESIONI PERSONALI
MECS522024000012,612,CP,,MINACCIA
PRCS342024000036,582,CP,,LESIONI PERSONALI
TOCS342025000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PAPC032024000283,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SACS642024000281,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MBCC022024000061,612,CP,,MINACCIA
RMPC072024000808,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VECS052025000061,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS372024000122,582,CP,,LESIONI PERSONALI
MSCS052023000051,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VICS312024000032,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PDCS472024000060,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BSCS272024000014,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001952,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
BZPC042024000070,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SACS372024850135,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS0G2024000061,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CZCS282023000057,575,CP,,OMICIDIO DOLOSO
SACS962024000079,612,CP,,MINACCIA
VAPC022024000109,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
TOPC012024002012,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS252024851725,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPC262024200213,612,CP,,MINACCIA - ATTI PERSECUTORI -
NAPC192024700079,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CACS052024000031,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS792024850085,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RECS352023850824,612,CP,,MINACCIA
CRPC012024200742,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
BACS112024000159,610,CP,,VIOLENZA PRIVATA
BTPQ002024001931,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
NAPC142023003045,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MICG062024000273,612,CP,,MINACCIA
PDCC012024850080,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CAPF302022000089,609,CP,,VIOLENZA SESSUALE
CTCS642024000095,582,CP,,LESIONI PERSONALI
MOCS412024000016,609,CP,,VIOLENZA SESSUALE
RMPF252025000043,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PAPC142024005095,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PAPC132024000942,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PAPC162024036024,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCP032024000060,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RMPC212024001252,612,CP,,MINACCIA
RMPC522024000192,609,CP,,VIOLENZA SESSUALE
RMPC212024000747,612,CP,,MINACCIA - ATTI PERSECUTORI -
SIPQ102025000104,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS082025000005,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CNPQ102024000095,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC462024000040,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
POCC032024000015,609,CP,,VIOLENZA SESSUALE
TPCS132024000022,581,CP,,PERCOSSE
GECC052024000065,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS1F2024000074,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102023002438,581,CP,,PERCOSSE
NACS192025000010,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOPC132024000029,582,CP,,LESIONI PERSONALI
MIPC222024000382,610,CP,,VIOLENZA PRIVATA
FGPQ102024503356,582,CP,,LESIONI PERSONALI
LUCS182025850004,612,CP,,MINACCIA - ATTI PERSECUTORI -
CHCS122024000001,581,CP,,PERCOSSE
CECG102024000254,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000855,582,CP,,LESIONI PERSONALI
APCS402024000013,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000361,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOCS042024000017,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SICS132024000048,582,CP,,LESIONI PERSONALI
FOCS162024850310,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
NACS482024000054,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MNCS122024850183,582,CP,,LESIONI PERSONALI
BOCS402024000042,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS252024000004,591,CP,,ABBANDONO DI PERSONE MINORI O INCAPACI
PTPC022024000131,612,CP,,MINACCIA
RMCS1O2024000084,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SOCS152024000029,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BRCS042024000057,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FRCS092024000013,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PVPC012024031747,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SIPQ102023000381,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PVPQ102024101501,582,CP,,LESIONI PERSONALI
MIPC022023001892,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPQ102023008673,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MECS522024000012,582,CP,,LESIONI PERSONALI
MCPQ102024000699,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
CHCS232023000129,582,CP,,LESIONI PERSONALI
LOCS152024000049,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LTPC052024000850,609,CP,,VIOLENZA SESSUALE AGGRAVATA
MEPC042024000789,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MIPC012024150020,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NOCS112024000038,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PZCS142024000022,582,CP,,LESIONI PERSONALI
PIPC012024000214,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TACS142023000068,612,CP,,MINACCIA
SSPC032024000230,575,CP,,OMICIDIO DOLOSO
BGPQ302024000031,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AQCS462024000014,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MNCS362024000060,582,CP,,LESIONI PERSONALI
VEPC022024000953,612,CP,,MINACCIA - ATTI PERSECUTORI -
ATCS142024850937,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VRCS352024000020,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TNCS362024000031,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
RMCS202024000021,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CECS452024000052,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SICS142024000009,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BTCC052024000013,609,CP,,VIOLENZA SESSUALE
MNCC012024100136,582,CP,,LESIONI PERSONALI
PGPQ102024001372,582,CP,,LESIONI PERSONALI
CTPC042025000066,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PNPQ102024002199,582,CP,,LESIONI PERSONALI
LICC012024000069,609,CP,,VIOLENZA SESSUALE
LICS112024000053,582,CP,,LESIONI PERSONALI
RGPC012023900097,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOCS062024000005,609,CP,,VIOLENZA SESSUALE AGGRAVATA
SACS372024850227,582,CP,,LESIONI PERSONALI
AGCP032024000026,629,CP,,ESTORSIONE
TNCS742024000018,581,CP,,PERCOSSE
MEPC042024000091,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VAPC012024007060,582,CP,,LESIONI PERSONALI
LUPQ102024001597,583,CP,,DEFORMAZIONE DELL'ASPETTO DELLA PERSONA MEDIANTE LESIONI PERMANENTI AL VISO - C.P. ART. 583 QUINQUIES
KRPQ302024000003,612,CP,,MINACCIA - ATTI PERSECUTORI -
RMCS2W2023000220,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
GECS372024000005,582,CP,,LESIONI PERSONALI
NACS022024000025,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FRPQ302024000007,609,CP,,VIOLENZA SESSUALE
TOCS102024000004,609,CP,,VIOLENZA SESSUALE AGGRAVATA
LTCS392023000118,612,CP,,MINACCIA - ATTI PERSECUTORI -
BGCS262021000160,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RAPC012024200699,610,CP,,VIOLENZA PRIVATA
PNPQ102024002198,612,CP,,MINACCIA
BZPQ102024000420,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
RECS162024850331,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MIPC022024000152,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MNPQ102024000254,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MECS072024000009,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NUCS772024000011,612,CP,,MINACCIA - ATTI PERSECUTORI -
BTCS062025000059,581,CP,,PERCOSSE
PDCS222024000002,575,CP,,OMICIDIO DOLOSO
BZCS712023000151,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CTCS612024000071,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TEPC012024000140,582,CP,,LESIONI PERSONALI
TOCS872024851618,609,CP,,VIOLENZA SESSUALE
MICS872024851995,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SAPT102024000020,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102024001241,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SRCS122023100102,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001824,570,CP,,VIOLAZIONE DEGLI OBBLIGHI DI ASSISTENZA FAMILIARE
LTCS312025000001,582,CP,,LESIONI PERSONALI
RACS102025000001,609,CP,,VIOLENZA SESSUALE
RMPQ312024000061,575,CP,,OMICIDIO DOLOSO
ENCS052024000016,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LTCS012024850253,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PDCS282024000046,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PCCS212025000008,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MSCS142024000011,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AGPC012024501064,582,CP,,LESIONI PERSONALI
GEPQ102023004117,612,CP,,MINACCIA - ATTI PERSECUTORI -
RMPC272024001142,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MICS912024000156,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
UDCS512024000031,582,CP,,LESIONI PERSONALI
BSCS422023000114,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CHPQ102024000886,582,CP,,LESIONI PERSONALI
NUPC022024000058,581,CP,,PERCOSSE
PGPQ102023002406,612,CP,,MINACCIA
SIPQ102024000124,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC522024000437,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGPQ302024000130,612,CP,,MINACCIA - ATTI PERSECUTORI -
MNCS102024400046,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MIEV992024000018,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BNCS252023000013,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
TSCS022024000005,609,CP,,VIOLENZA SESSUALE
RCPC062024000145,612,CP,,MINACCIA
PICS352024000013,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000980,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS542024000050,609,CP,,VIOLENZA SESSUALE AGGRAVATA
BTPQ302022000079,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CHCS232023000129,577,CP,,ALTRE CIRCOSTANZE AGGRAVANTI PREVISTE PER ART. 575
BGCS412024000016,581,CP,,PERCOSSE
RMCS472024851532,612,CP,,MINACCIA - ATTI PERSECUTORI -
PDCS482025850528,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000507,581,CP,,PERCOSSE
NAPC382024300052,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS302024000001,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
NOCS152024000020,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
IMCS142024000073,609,CP,,VIOLENZA SESSUALE
TAPC022024000082,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024002340,581,CP,,PERCOSSE
RMCS242024000220,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LUCS052024000006,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MIPQ182024230391,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS402024000011,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS462024000018,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TPCS352024000045,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
CECS512024850033,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001241,612,CP,,MINACCIA
CHPQ102024000624,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS552024000150,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PTPC012024000817,612,CP,,MINACCIA - ATTI PERSECUTORI -
MOCS062023000059,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PGPQ102023002411,582,CP,,LESIONI PERSONALI
RMCS2R2023000034,609,CP,,VIOLENZA SESSUALE
CACS222024850154,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MTCS222024000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SICS352023000047,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SICS072024000034,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPC062024400238,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NOPQ102024001029,609,CP,,VIOLENZA SESSUALE AGGRAVATA
VICS012024000022,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS392024000006,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BSGN412024000059,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SRPC022024001062,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024002021,635,CP,,DANNEGGIAMENTO
PZCS402024000003,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TPCS362024000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SSCS712024000009,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
TPPC052024000001,582,CP,,LESIONI PERSONALI
SVCS272024000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS482024852027,581,CP,,PERCOSSE
FOCS312024000233,612,CP,,MINACCIA - ATTI PERSECUTORI -
TOPC142024000141,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI IN DANNO DI MINORE/DONNA IN GRAVIDANZA/PERSONA CON DISABILITA'
PDCS152024000017,582,CP,,LESIONI PERSONALI
RGCS142024000016,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOCS582024854074,612,CP,,MINACCIA - ATTI PERSECUTORI -
UDCS262024000002,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS1P2025000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPC292025000112,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPC292024000525,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PVPC022024000111,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MICS0D2024851344,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
TSGN422024000025,612,CP,,MINACCIA
ARCS232024000012,582,CP,,LESIONI PERSONALI
VICS202024850304,612,CP,,MINACCIA - ATTI PERSECUTORI -
GEPC052024200324,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CEPC052024300143,612,CP,,DIFFUSIONE ILLECITA DI IMMAGINI O VIDEO SESSUALMENTE ESPLICITI - C.P. 612 TER
MIPC022024500255,582,CP,,LESIONI PERSONALI
RCPQ102024010019,612,CP,,MINACCIA - ATTI PERSECUTORI -
BGPC012024850596,581,CP,,PERCOSSE
MIPQ182024000124,582,CP,,LESIONI PERSONALI
MIPC022023001542,582,CP,,LESIONI PERSONALI
MIPC022020002330,582,CP,,LESIONI PERSONALI
PSPG402023000037,609,CP,,VIOLENZA SESSUALE
NACS532024851910,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
CECS622024851145,582,CP,,LESIONI PERSONALI
FMPQ102024000642,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MIPQ182024011227,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SRPC072024090220,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PAPC182024301603,612,CP,,DIFFUSIONE ILLECITA DI IMMAGINI O VIDEO SESSUALMENTE ESPLICITI - C.P. 612 TER
RAPQ102024002119,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC272024000054,582,CP,,LESIONI PERSONALI
RMPC212024003852,612,CP,,MINACCIA - ATTI PERSECUTORI -
RMCS1U2024855138,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RMGG492024000185,581,CP,,PERCOSSE
CRPC012024200523,612,CP,,MINACCIA
VCPQ102024000851,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LICS152024852705,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PAPC032024000470,612,CP,,MINACCIA - ATTI PERSECUTORI -
LECS582024850627,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MIPG442024000232,609,CP,,VIOLENZA SESSUALE
MCPC012024001041,612,CP,,MINACCIA - ATTI PERSECUTORI -
MOCS152024000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RGCS062024000028,612,CP,,MINACCIA
RMCP032023000057,609,CP,,VIOLENZA SESSUALE
BLCS252024000095,612,CP,,MINACCIA - ATTI PERSECUTORI -
NAPC152024010113,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
VTCS282024000023,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TECS202024000023,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VRCS482025000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOCS692023852353,612,CP,,MINACCIA
MICS382024000083,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CECS402024000031,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOPC142024000158,582,CP,,LESIONI PERSONALI
PGPQ102024002345,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MICS232024000065,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PACS262024000028,612,CP,,MINACCIA
RMPC032024300125,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SSPC032023002965,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RAPQ102024000182,582,CP,,LESIONI PERSONALI
